title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,id_y,rating,genre,director,writer,runtime
Water for Elephants,Fox,58700000.0,58400000,2011,63,"Apr 22, 2011",Water for Elephants,"$38,000,000","$58,709,717","$116,809,717",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000,2011,1,"Feb 18, 2011","Big Mommas: Like Father, Like Son","$32,000,000","$37,915,414","$82,332,450",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000,2011,80,"Mar 25, 2011",Diary of a Wimpy Kid: Rodrick Rules,"$18,000,000","$52,698,535","$73,695,194",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Monte Carlo,Fox,23200000.0,16500000,2011,84,"Jul 1, 2011",Monte Carlo,"$20,000,000","$23,186,769","$39,686,769",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Sitter,Fox,30400000.0,4500000,2011,32,"Dec 9, 2011",The Sitter,"$25,000,000","$30,542,576","$38,749,404",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
What's Your Number?,Fox,14000000.0,16399999,2011,24,"Sep 30, 2011",What's Your Number?,"$20,000,000","$14,011,084","$30,163,785",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Big Year,Fox,7200000.0,244000,2011,74,"Oct 14, 2011",The Big Year,"$41,000,000","$7,204,138","$7,684,524",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Ice Age: Continental Drift,Fox,161300000.0,715900000,2012,14,"Jul 13, 2012",Ice Age: Continental Drift,"$95,000,000","$161,321,843","$879,765,137",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Life of Pi,Fox,125000000.0,484000000,2012,88,"Nov 21, 2012",Life of Pi,"$120,000,000","$124,987,022","$620,912,003",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Prometheus,Fox,126500000.0,276900000,2012,75,"Jun 8, 2012",Prometheus,"$125,000,000","$126,477,084","$402,448,265",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Taken 2,Fox,139900000.0,236300000,2012,54,"Oct 5, 2012",Taken 2,"$45,000,000","$139,854,287","$377,807,404",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
This Means War,Fox,54800000.0,101700000,2012,98,"Feb 17, 2012",This Means War,"$65,000,000","$54,760,791","$156,974,557",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Parental Guidance,Fox,77300000.0,42500000,2012,79,"Dec 25, 2012",Parental Guidance,"$25,000,000","$77,267,296","$120,832,383",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000,2012,65,"Jun 22, 2012",Abraham Lincoln: Vampire Hunter,"$67,500,000","$37,519,139","$137,489,730",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012,17,"Aug 3, 2012",Diary of a Wimpy Kid: Dog Days,"$22,000,000","$49,008,662","$77,229,695",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Watch,Fox,35400000.0,32900000,2012,27,"Jul 27, 2012",The Watch,"$55,000,000","$34,353,000","$67,130,045",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Three Stooges,Fox,44300000.0,10500000,2012,4,"Apr 13, 2012",The Three Stooges,"$30,000,000","$44,338,224","$54,052,249",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Red Tails,Fox,49900000.0,489000,2012,61,"Jan 20, 2012",Red Tails,"$58,000,000","$49,876,377","$50,365,498",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Chasing Mavericks,Fox,6000000.0,600,2012,67,"Oct 26, 2012",Chasing Mavericks,"$20,000,000","$6,002,756","$8,300,821",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Won't Back Down,Fox,5300000.0,,2012,49,"Sep 28, 2012",Won't Back Down,"$19,000,000","$5,310,554","$5,745,503",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Croods,Fox,187200000.0,400000000,2013,26,"Mar 22, 2013",The Croods,"$135,000,000","$187,168,425","$573,068,425",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Wolverine,Fox,132600000.0,282300000,2013,8,"Jul 26, 2013",The Wolverine,"$115,000,000","$132,556,852","$416,456,852",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
A Good Day to Die Hard,Fox,67300000.0,237300000,2013,34,"Feb 14, 2013",A Good Day to Die Hard,"$92,000,000","$67,349,198","$304,249,198",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Turbo,Fox,83000000.0,199500000,2013,31,"Jul 17, 2013",Turbo,"$135,000,000","$83,028,130","$286,896,578",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Epic,Fox,107500000.0,160900000,2013,77,"May 24, 2013",Epic,"$100,000,000","$107,518,682","$262,794,441",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Heat,Fox,159600000.0,70300000,2013,35,"Jun 28, 2013",The Heat,"$43,000,000","$159,581,587","$229,727,774",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013,64,"Aug 7, 2013",Percy Jackson: Sea of Monsters,"$90,000,000","$68,559,554","$200,859,554",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013,37,"Dec 25, 2013",The Secret Life of Walter Mitty,"$91,000,000","$58,236,838","$187,861,183",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Walking with Dinosaurs,Fox,36100000.0,90500000,2013,93,"Dec 20, 2013",Walking with Dinosaurs,"$80,000,000","$36,076,121","$123,368,842",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Internship,Fox,44700000.0,48800000,2013,63,"Jun 7, 2013",The Internship,"$58,000,000","$44,672,764","$93,672,764",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Book Thief,Fox,21500000.0,55100000,2013,41,"Nov 8, 2013",The Book Thief,"$19,000,000","$21,488,481","$76,086,711",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Counselor,Fox,17000000.0,54000000,2013,58,"Oct 25, 2013",The Counselor,"$25,000,000","$16,973,715","$71,009,334",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Runner Runner,Fox,19300000.0,43400000,2013,53,"Oct 4, 2013",Runner Runner,"$30,000,000","$19,316,646","$60,512,680",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Broken City,Fox,19700000.0,,2013,11,"Jan 18, 2013",Broken City,"$35,000,000","$19,701,164","$34,480,045",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
X-Men: Days of Future Past,Fox,233900000.0,513900000,2014,55,"May 23, 2014",X-Men: Days of Future Past,"$200,000,000","$233,921,534","$747,862,775",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014,17,"Jul 11, 2014",Dawn of the Planet of the Apes,"$170,000,000","$208,545,589","$710,644,566",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
How to Train Your Dragon 2,Fox,177000000.0,444500000,2014,99,"Jun 13, 2014",How to Train Your Dragon 2,"$145,000,000","$177,002,924","$614,586,270",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Rio 2,Fox,131500000.0,368600000,2014,49,"Apr 11, 2014",Rio 2,"$130,000,000","$131,538,435","$492,846,291",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Penguins of Madagascar,Fox,83400000.0,289700000,2014,37,"Nov 26, 2014",Penguins of Madagascar,"$132,000,000","$83,350,911","$366,942,531",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Gone Girl,Fox,167800000.0,201600000,2014,36,"Oct 3, 2014",Gone Girl,"$61,000,000","$167,767,189","$368,567,189",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014,60,"Dec 19, 2014",Night at the Museum: Secret of the Tomb,"$127,000,000","$113,746,621","$353,756,621",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Maze Runner,Fox,102400000.0,245900000,2014,60,"Sep 19, 2014",The Maze Runner,"$34,000,000","$102,427,862","$348,319,861",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014,1,"Mar 7, 2014",Mr. Peabody & Sherman,"$145,000,000","$111,506,430","$269,806,430",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Exodus: Gods and Kings,Fox,65000000.0,203200000,2014,16,"Dec 12, 2014",Exodus: Gods and Kings,"$140,000,000","$65,014,513","$268,314,513",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Son of God,Fox,59700000.0,8100000,2014,11,"Feb 28, 2014",Son of God,"$22,000,000","$59,700,064","$70,949,793",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Devil's Due,Fox,15800000.0,21100000,2014,14,"Jan 17, 2014",Devil's Due,"$7,000,000","$15,821,461","$36,146,087",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Martian,Fox,228400000.0,401700000,2015,46,"Oct 2, 2015",The Martian,"$108,000,000","$228,433,663","$655,271,443",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Revenant,Fox,183600000.0,349300000,2015,27,"Dec 25, 2015",The Revenant,"$135,000,000","$183,637,894","$532,938,302",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Kingsman: The Secret Service,Fox,128300000.0,286100000,2015,29,"Feb 13, 2015",Kingsman: The Secret Service,"$94,000,000","$128,261,724","$404,561,724",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Taken 3,Fox,89300000.0,237200000,2015,18,"Jan 9, 2015",Taken 3,"$48,000,000","$89,256,424","$327,656,424",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015,38,"Sep 18, 2015",Maze Runner: The Scorch Trials,"$61,000,000","$81,697,192","$310,566,162",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Peanuts Movie,Fox,130199999.0,116100000,2015,7,"Nov 6, 2015",The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015,56,"Dec 18, 2015",Alvin and the Chipmunks: The Road Chip,"$90,000,000","$85,886,987","$249,517,956",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Fantastic Four,Fox,56100000.0,111900000,2015,98,"Aug 7, 2015",Fantastic Four,"$120,000,000","$56,117,548","$167,849,187",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Fantastic Four,Fox,56100000.0,111900000,2015,85,"Jul 8, 2005",Fantastic Four,"$87,500,000","$154,696,080","$333,132,750",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Joy,Fox,56500000.0,44700000,2015,88,"Dec 25, 2015",Joy,"$60,000,000","$56,451,232","$101,134,059",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Paper Towns,Fox,32000000.0,53500000,2015,68,"Jul 24, 2015",Paper Towns,"$12,000,000","$32,000,304","$85,450,484",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Hitman: Agent 47,Fox,22500000.0,59900000,2015,8,"Aug 21, 2015",Hitman: Agent 47,"$35,000,000","$22,467,450","$82,182,803",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Longest Ride,Fox,37400000.0,25500000,2015,61,"Apr 10, 2015",The Longest Ride,"$34,000,000","$37,446,117","$63,802,928",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Victor Frankenstein,Fox,5800000.0,28500000,2015,24,"Nov 25, 2015",Victor Frankenstein,"$40,000,000","$5,775,076","$31,124,367",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Unfinished Business,Fox,10200000.0,4200000,2015,32,"Mar 6, 2015",Unfinished Business,"$35,000,000","$10,219,501","$13,214,051",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Deadpool,Fox,363100000.0,420000000,2016,56,"Feb 12, 2016",Deadpool,"$58,000,000","$363,070,709","$801,025,593",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
X-Men: Apocalypse,Fox,155400000.0,388500000,2016,93,"May 27, 2016",X-Men: Apocalypse,"$178,000,000","$155,442,489","$542,537,546",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Kung Fu Panda 3,Fox,143500000.0,377600000,2016,11,"Jan 29, 2016",Kung Fu Panda 3,"$140,000,000","$143,528,619","$517,599,142",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Ice Age: Collision Course,Fox,64099999.0,344500000,2016,52,"Jul 22, 2016",Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Independence Day: Resurgence,Fox,103100000.0,286500000,2016,33,"Jun 24, 2016",Independence Day: Resurgence,"$165,000,000","$103,144,286","$384,169,424",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Trolls,Fox,153700000.0,193200000,2016,73,"Nov 4, 2016",Trolls,"$125,000,000","$153,707,064","$344,150,134",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Hidden Figures,Fox,169600000.0,66300000,2016,64,"Dec 25, 2016",Hidden Figures,"$25,000,000","$169,607,287","$231,771,716",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Why Him?,Fox,60300000.0,57800000,2016,62,"Dec 23, 2016",Why Him?,"$38,000,000","$60,323,786","$117,425,156",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000,2016,73,"Jul 8, 2016",Mike and Dave Need Wedding Dates,"$33,000,000","$46,009,673","$75,898,100",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Eddie the Eagle,Fox,15800000.0,30400000,2016,86,"Feb 26, 2016",Eddie the Eagle,"$23,000,000","$15,789,389","$45,060,480",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Other Side of the Door,Fox,3000000.0,11300000,2016,49,"Mar 4, 2016",The Other Side of the Door,"$5,000,000","$3,000,342","$12,905,107",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Morgan,Fox,3900000.0,4900000,2016,5,"Sep 2, 2016",Morgan,"$8,000,000","$3,915,251","$7,298,786",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Boss Baby,Fox,175000000.0,353000000,2017,71,"Mar 31, 2017",The Boss Baby,"$125,000,000","$175,003,033","$510,878,762",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
War for the Planet of the Apes,Fox,146900000.0,343800000,2017,52,"Jul 14, 2017",War for the Planet of the Apes,"$152,000,000","$146,880,162","$489,592,267",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Greatest Showman,Fox,174300000.0,260700000,2017,25,"Dec 20, 2017",The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017,54,"Sep 22, 2017",Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Ferdinand,Fox,84400000.0,211700000,2017,14,"Dec 15, 2017",Ferdinand,"$111,000,000","$84,410,380","$289,847,930",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Alien: Covenant,Fox,74300000.0,166600000,2017,12,"May 19, 2017",Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
The Post,Fox,81900000.0,97900000,2017,9,"Dec 22, 2017",The Post,"$50,000,000","$81,903,458","$179,748,880",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017,59,"Jun 2, 2017",Captain Underpants: The First Epic Movie,"$38,000,000","$73,921,000","$126,577,874",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
Snatched,Fox,45900000.0,15000000,2017,51,"May 12, 2017",Snatched,"$42,000,000","$45,852,178","$57,852,177",102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,101 minutes
